system:index,0_2013_precipitation,10_2023_precipitation,11_2024_precipitation,1_2014_precipitation,2_2015_precipitation,3_2016_precipitation,4_2017_precipitation,5_2018_precipitation,6_2019_precipitation,7_2020_precipitation,8_2021_precipitation,9_2022_precipitation,BareGround,BioRegion,Biome,ID,Month,Notes,Year,aspect,blue,bsi,calcite,chlorite,dolomite,elevation,evi,exg,goethite,green,gypsum,hematite,illite_muscovite,kaolinite,landforms,meanAnnualPrecipitation,msavi,nbr,nbr2,ndmi,ndvi,nir,osavi,red,satvi,savi,slope,swir1,swir2,swirRatio,vegType,vermiculite,.geo
00000000000000000353,283.8031422793865,403.9696829319,240.50264638662338,293.9970072507858,264.5105943977833,236.87740525603294,221.5466533601284,298.4733050763607,202.89714640378952,304.39534708857536,331.54460740089417,381.0376054942608,20,Inland Saline Vegetation,Azonal Vegetation,J_0202,3,RP322402201503,2015,0.6733556587837456,0.05388421554601813,0.2558513612876805,0.0,0.0,0.0,827.1282784930855,0.10134321368047608,-0.023854840247973307,0.0,0.08656156413924655,0.0,0.12352941930294037,0.0,0.0,5.0,318.0,0.10211667679623303,-0.08506597059258802,0.09960333920187421,-0.182393387777213,0.19126803339465667,0.20996041964711493,0.15242191795286364,0.14256509298998568,0.20085594355775788,0.11839954371701326,1.5277883870066151,0.302841440152599,0.248277205531712,1.2212647346297392,9.0,0.0,"{""type"":""Point"",""coordinates"":[24.57553727697839,-32.216287195876866]}"
00000000000000000354,240.1863690316677,353.2745716571808,220.2217619717121,266.06346663832664,254.8063074350357,211.61407580971718,200.97383865714073,275.02699106931686,180.50557565689087,282.01724830269814,289.4791382551193,363.5488557815552,30,Inland Saline Vegetation,Azonal Vegetation,J_0204,3,RP322404201503,2015,-0.2810089144605456,0.05229016083254493,0.25453980410138494,0.052941177040338516,0.0,0.0,834.4172185430461,0.08120264467151522,-0.0032755912961211094,0.05980392545461655,0.09393259224219488,0.0,0.0,0.052941177040338516,0.0,5.0,323.69063386944174,0.0813119090924369,-0.06365662652121587,0.12286032713392822,-0.17734184111895826,0.15965187576376497,0.19108571428571428,0.12496124344367743,0.13889754020813622,0.18661747933449108,0.09555405539406733,2.667799790343137,0.27327005676442756,0.21602630085146643,1.2801679532936188,9.0,0.0,"{""type"":""Point"",""coordinates"":[24.4639304367117,-32.1749914610209]}"
00000000000000000347,97.23850451409817,103.36954879760742,81.26396811008453,112.93730233609676,91.08935302495956,99.46261531114578,75.00426495075226,120.14381313323975,68.36990176141262,89.1498005092144,137.1658996194601,161.41654074192047,95,Inland Saline Vegetation,Azonal Vegetation,J_0533,12,RP302023201612,2016,-1.3315886598091701E-5,0.16658389504092447,0.15753085272037823,0.0,0.0,0.0,914.0,0.06960542042294433,-0.00649761675493498,0.03921568766236305,0.25447140105922017,0.0,0.0676470622420311,0.0470588244497776,0.0,5.0,149.0,0.0711706267507477,-4.8062141986831056E-4,0.042293421576157425,-0.04237953243085727,0.0825280970752555,0.408401974000963,0.07891835772365578,0.3457946316803083,-0.08317581397383965,0.07431672289644693,0.10309590114442903,0.4433138661531056,0.4083929706307175,1.0883279952167262,8.0,0.0,"{""type"":""Point"",""coordinates"":[20.5098671685791,-30.474593538108287]}"
00000000000000000355,302.534852206707,441.8231245279312,276.320477604866,332.7765741944313,316.15287017822266,261.68887957930565,245.71889823675156,343.19645977020264,225.5692983865738,339.9223392009735,352.2075747847557,438.3449721336365,45,Inland Saline Vegetation,Azonal Vegetation,J_0242,3,RP322421201603,2016,0.8895280861766408,0.058107098911500246,0.21665943047614444,0.04030650726643379,0.0,0.0,818.3596781826786,0.08000300974147442,-0.0035439185991481166,0.06465763136941959,0.09962285849503077,0.0,0.008831417106067295,0.04030650726643379,0.0,5.0,329.0,0.07889432290465812,-0.01563268438840203,0.10928544703248662,-0.1247052211566554,0.1537114083837459,0.1944919545669664,0.12194990934746786,0.1427200189304307,0.13899714455636147,0.09258349888270015,2.1754898885049028,0.24992229058211077,0.20068509228584952,1.245400090720831,9.0,0.0,"{""type"":""Point"",""coordinates"":[24.49086340707451,-32.21912318414686]}"
00000000000000000356,312.87569960951805,420.8847478926182,270.66108191013336,323.4106039404869,303.73639327287674,246.9249161183834,237.251145362854,319.4896472096443,224.86190336942673,327.2732371389866,371.80625846982,457.72129786014557,25,Inland Saline Vegetation,Azonal Vegetation,J_0243,3,RP322420201603,2016,-0.2332187767218573,0.04311174785100287,0.23411721329862092,0.0,0.0,0.0,1124.0,0.13939879824689377,-4.983285577841364E-4,0.04901960864663124,0.08293557784145178,0.0,0.04901960864663124,0.0,0.0,5.0,352.0,0.14125730189803454,-0.04504994113298904,0.10841467943480158,-0.15272463195616556,0.2695365984636824,0.2141708213944604,0.21201849005113022,0.12325773638968483,0.24204835864967014,0.16282970923663553,1.3140903311108223,0.29154708691499526,0.23468820439350524,1.2433559619025492,9.0,0.0,"{""type"":""Point"",""coordinates"":[24.604860325505847,-32.0697834307659]}"
00000000000000000357,214.5336109995842,271.29746490716934,169.24919238686562,197.29949912428856,187.225895434618,168.8993613421917,138.80334615707397,190.41223827004433,141.96156629920006,176.49984577298164,187.51857674121857,263.9962440729141,60,Inland Saline Vegetation,Azonal Vegetation,J_0651,12,RP322307201712,2017,-9.411764665483823E-4,0.09362247058823532,0.2267630396871006,0.012950404324952296,0.0,0.0,787.0,0.08875731368625867,-0.007868564705882366,0.06883783354478723,0.1645037647058824,0.0,0.09481924714411008,0.04782722117445049,0.01480046188480714,5.0,274.0,0.09533152124811622,-0.0360099166842068,0.0905392555629506,-0.1271902427182478,0.13128440637448255,0.3148380000000001,0.11830225046241986,0.2412237882352942,0.07208311689601228,0.10383074224696442,8.728564206291649E-4,0.4082212000000002,0.3409281882352943,1.1992042589748608,9.0,0.0,"{""type"":""Point"",""coordinates"":[23.642644286485925,-32.87581053718677]}"
00000000000000000358,189.3591464459896,225.6610963344574,163.4107001721859,167.911491304636,160.7573418021202,154.00555923581123,142.07319754362106,189.09938243031502,129.24344643950462,179.9400549530983,227.04996877908707,261.24043557047844,70,Inland Saline Vegetation,Azonal Vegetation,J_0693,5,RP322202201805,2018,-0.7634168113242638,0.05500765937202665,0.1979760495001197,0.00591966591697438,0.0,0.0,841.7816365366318,0.11357606662797091,-0.0011620837297811589,0.0,0.08048734538534728,0.0,0.05696659921167808,0.0,0.0,5.0,238.0,0.10207890605396254,-0.050347707070388985,0.09401520630158663,-0.15157019161928503,0.2284292643207465,0.1696363939105614,0.16812481982128377,0.10712982873453855,0.21579598580140602,0.12207289110270146,1.2676326305553194,0.23030214081826839,0.18838349191246434,1.207567694355033,9.0,0.0,"{""type"":""Point"",""coordinates"":[22.916203215666947,-32.53018115543314]}"
0000000000000000035a,333.6628443002701,496.8042185306549,273.1651167869568,374.9476170539856,323.5065643787384,294.540670722723,293.7458413243294,370.139322578907,270.94326001405716,391.1313268840313,389.51386484503746,479.956785261631,90,Inland Saline Vegetation,Azonal Vegetation,J_0984,11,RP312527201911,2019,-0.842331167559789,0.10374954954954957,0.2579378737423758,0.0,0.0,0.0,1171.949739212897,0.12678147705458195,-5.435277382645723E-4,0.0,0.1540498814604078,0.0,0.0,0.0,0.0,5.0,371.0,0.12026159588252838,-0.1404039745946358,0.08829704820827154,-0.23140592393348322,0.1768535163488474,0.291453674727359,0.15495046001014243,0.20364770033191093,0.18359748624890493,0.13238985275504378,2.054894865944014,0.46613935514461835,0.3858444760550024,1.1937743135965964,9.0,0.0,"{""type"":""Point"",""coordinates"":[25.169065922697307,-31.977350725029016]}"
0000000000000000035b,458.86123394966125,541.2551219463348,366.20374512672424,508.97490271925926,477.7939342260361,412.51278549432755,459.0096081495285,468.32529067993164,323.28468516469,523.9979200363159,475.3375218510628,569.9871098399162,75,Inland Saline Vegetation,Azonal Vegetation,J_1010,11,RP322522201911,2019,0.8000967740616263,0.07391204534718941,0.2930429996073556,7.743106897168977E-4,0.0,0.0,1029.5866792631082,0.11283426297882224,-0.009964147378365608,0.0,0.11158828530940011,0.0,0.0,0.0,0.0,5.0,487.0,0.10892812038754651,-0.1709783507733622,0.10072513260070477,-0.2651532728490707,0.18761790528661187,0.23347935758148325,0.1546985655319144,0.15922390174775622,0.23991159178284915,0.12413891588228175,5.51661589036418,0.40338606518658476,0.3326529522909778,1.2240144481172415,9.0,0.0,"{""type"":""Point"",""coordinates"":[25.6204161313271,-32.52245799240856]}"
0000000000000000035c,363.2553466260433,428.5571451187134,295.554614841938,394.6825161278248,359.09592217206955,317.612391769886,365.1533694267273,377.5016063451767,267.86616906523705,398.3587959110737,367.85690450668335,443.3042944967747,65,Inland Saline Vegetation,Azonal Vegetation,J_1021,11,RP322530201911,2019,-0.98650201870368,0.042455051935788496,0.2623686595301904,6.295247311238639E-4,0.0,0.0,861.7067988668556,0.11058238233818662,-0.013860009442870634,0.0,0.08255188857412656,0.0,0.0011016682944171715,6.295247311238639E-4,0.0,5.0,380.0,0.11660407570465993,-0.04395358687454907,0.123636326691922,-0.1672628994563259,0.21804047392802606,0.21344759206798875,0.17374501643989088,0.1373521246458924,0.2154167266712085,0.1347842436421019,7.479385826247724,0.29494338999055714,0.2329489140698773,1.2821738822939714,9.0,0.0,"{""type"":""Point"",""coordinates"":[25.787971312511377,-32.2771539252564]}"
00000000000000000359,283.8031422793865,403.9696829319,240.50264638662338,293.9970072507858,264.5105943977833,236.87740525603294,221.5466533601284,298.4733050763607,202.89714640378952,304.39534708857536,331.54460740089417,381.0376054942608,65,Inland Saline Vegetation,Azonal Vegetation,J_0777,11,RP322414201911,2019,0.1179366863580156,0.07343145695364238,0.23084702124940748,0.005847107400534394,0.0,0.0,796.0,0.0873028145241309,-0.014139664143803212,0.0,0.12475709555345316,0.0,0.07839612944039287,0.005847107400534394,0.0,5.0,317.0,0.09022349580530299,-0.05483777887322705,0.08059816823015827,-0.13687024941507553,0.14495343587369205,0.25396520813623463,0.12338009397715131,0.19022204351939448,0.11241535005726223,0.10176635897994153,0.600663638667555,0.3343284768211921,0.28344756385998104,1.1753349298560176,9.0,0.0,"{""type"":""Point"",""coordinates"":[24.551953091506718,-32.20331121181135]}"
00000000000000000348,182.87815538048744,185.54457649588585,149.9485605955124,215.3179810345173,168.5068764090538,190.17949184775352,149.7948332130909,208.87902241945267,132.74430525302887,190.42191913723946,226.93049106001854,378.5300554931164,65,Inland Saline Vegetation,Azonal Vegetation,J_0797,12,RP312215201912,2019,-0.7582493684881608,0.059989193083573485,0.26924954606694296,0.038598257278903654,0.0,0.0,1417.937079731028,0.05571416583123343,-0.009660326609029764,0.06562581144122982,0.11177829010566763,0.0,0.07270347451528145,0.03916420373532431,0.037254903465509415,5.0,249.0,0.05917133070442622,-0.09702133058814565,0.07549889159892524,-0.1716120523560746,0.10429815574406891,0.2116302113352546,0.08527269833484143,0.17216013448607115,0.11392372697734925,0.06819295312039106,1.5900453330804016,0.2991979827089338,0.2569191642651296,1.163345873527637,8.0,0.0,"{""type"":""Point"",""coordinates"":[22.54884017537881,-31.425251587197682]}"
00000000000000000349,98.08931913971901,110.98691231012344,82.74691957235336,110.38656061887741,94.60462284088135,102.56991723179817,72.84096832573414,116.37564036250114,67.37478232383728,92.83874449133873,140.7130852639675,165.76455536484718,90,Inland Saline Vegetation,Azonal Vegetation,J_0819,12,RP302013201912,2019,0.5256948859597115,0.16015688405797104,0.13288374266762668,0.0018442739908030067,0.0,0.0,918.0623188405798,0.0650025221640649,-0.0033994202898550803,0.05286997626153168,0.2370622463768116,0.0,0.0665937308402021,0.04082883563306597,0.0,6.0,149.0,0.06448458180479381,0.04632391710968122,0.050720621170341096,-0.0035460912474039675,0.07854914666301964,0.3704379710144928,0.07394555496132893,0.31548855072463766,-0.0887308178388554,0.06830412654773049,1.2110900195324479,0.37381239130434785,0.3361313768115943,1.106865568091904,8.0,0.0,"{""type"":""Point"",""coordinates"":[20.466310669489037,-30.497161048539763]}"
0000000000000000034a,142.21430334448814,147.33186772465706,122.77042895555496,129.70169445872307,118.14815053343773,119.42262172698975,79.93084329366684,129.36911383271217,84.70365324616432,119.37023630738258,199.54786491394043,221.16061863303185,100,Inland Saline Vegetation,Azonal Vegetation,J_0827,12,RP312013201912,2019,-0.027543550340116664,0.10784899809160306,0.22493095101632235,0.05402218688364702,0.0,0.052155366579767395,1032.0,0.05951725547237479,-0.019320133587786274,0.07119193954663422,0.1807826574427481,0.0,0.07291853851603187,0.02937434563939353,0.0,5.0,183.0,0.06471041163770867,-0.0416373776286158,0.07687032985579195,-0.11734348946457147,0.0864023219239507,0.3237077051526718,0.07884431127032251,0.2716288883587787,0.018502100765170133,0.07015323116380068,0.32209309480572473,0.4105772185114505,0.35208964694656497,1.1665855845763486,8.0,0.0,"{""type"":""Point"",""coordinates"":[20.179808967704083,-31.45898022756594]}"
0000000000000000035d,283.8031422793865,403.9696829319,240.50264638662338,293.9970072507858,264.5105943977833,236.87740525603294,221.5466533601284,298.4733050763607,202.89714640378952,304.39534708857536,331.54460740089417,381.0376054942608,55,Inland Saline Vegetation,Azonal Vegetation,J_1034,3,RP322414202003,2020,0.12246072965011583,0.05431697399527187,0.13747077008652064,0.006319010247152748,0.0,0.0,796.0,0.17466744712199442,0.007036241134751773,0.0,0.09755276595744682,0.0,0.07886803223097577,0.006319010247152748,0.0,5.0,317.0,0.1755120205118301,0.0900674296045416,0.12203165487547009,-0.028553012955766476,0.3012902054099044,0.2512377777777778,0.24779472093914698,0.13663089834515366,0.18411018638464294,0.19738379476622767,0.5986424983815943,0.2692396690307328,0.2124677304964539,1.2780371738100162,9.0,0.0,"{""type"":""Point"",""coordinates"":[24.55195755060777,-32.20331121181135]}"
0000000000000000035e,320.13643831014633,451.32277780771255,256.9309812784195,339.99397748708725,321.0975184440613,286.96536296606064,280.4551846385002,359.941160261631,275.5611028075218,375.1368373632431,367.0140981376171,458.2400116324425,10,Inland Saline Vegetation,Azonal Vegetation,J_1039,3,RP312523202003,2020,0.0,0.03472175992348159,0.026565389362502793,0.0,0.0,0.0,998.0,0.2908897485703387,0.011372788139646092,0.0,0.07028043998087041,0.0,0.08431372791528702,0.0,0.0,5.0,335.0,0.28821655003321,0.2937554418328047,0.22572588626988366,0.07948505568453025,0.494009091659119,0.2717918220946915,0.4018910752421415,0.09720518890483024,0.287936905834562,0.315220423659202,0.0,0.23985989956958395,0.15536417981826878,1.5833977758456852,8.910329985652798,0.0,"{""type"":""Point"",""coordinates"":[25.40358788350224,-31.899508197939017]}"
0000000000000000034b,182.87815538048744,185.54457649588585,149.9485605955124,215.3179810345173,168.5068764090538,190.17949184775352,149.7948332130909,208.87902241945267,132.74430525302887,190.42191913723946,226.93049106001854,378.5300554931164,70,Inland Saline Vegetation,Azonal Vegetation,J_1164,7,RP312215202007,2020,-0.7638417649050594,0.05055454108601634,0.25917289222392365,0.038598431695873826,0.0,0.0,1417.9774147044684,0.0600865483104982,-0.009903892359442584,0.06562549971735057,0.08873916386352715,0.0,0.07270354873526273,0.039164178995330534,0.037254903465509415,5.0,249.0,0.06060183679811201,-0.09791472885383545,0.07137578003670607,-0.16909506277560266,0.12362818374821682,0.1781501201345507,0.09529390712731849,0.13861340701585775,0.14298129724029848,0.07198774464811514,1.5782301823489084,0.2497962518020182,0.2171450744834214,1.1537255134105908,8.0,0.0,"{""type"":""Point"",""coordinates"":[22.548840175378814,-31.425220373490305]}"
0000000000000000035f,333.6628443002701,496.8042185306549,273.1651167869568,374.9476170539856,323.5065643787384,294.540670722723,293.7458413243294,370.139322578907,270.94326001405716,391.1313268840313,389.51386484503746,479.956785261631,5,Inland Saline Vegetation,Azonal Vegetation,J_1180,8,RP312527202008,2020,-0.8535009590164881,0.07565345073774395,0.2294568649179762,0.0,0.0,0.0,1171.9366968110426,0.13297327035157697,-0.015495716325559242,0.0,0.1173764873869586,0.0,0.0,0.0,0.0,5.0,371.0,0.13158722589947622,0.04764613317594336,0.2050303208691798,-0.16092232469006532,0.209917587773792,0.26447943836268445,0.17849050162236843,0.17493084245597337,0.21167300153578653,0.14700772829250972,2.038795448949597,0.3693258448357926,0.2432478343645883,1.5158559032305832,9.0,0.0,"{""type"":""Point"",""coordinates"":[25.169065922697307,-31.97735518413008]}"
0000000000000000034c,142.21430334448814,147.33186772465706,122.77042895555496,129.70169445872307,118.14815053343773,119.42262172698975,79.93084329366684,129.36911383271217,84.70365324616432,119.37023630738258,199.54786491394043,221.16061863303185,100,Inland Saline Vegetation,Azonal Vegetation,J_1406,1,RP312013202101,2021,-0.030005464055652853,0.10105369575584171,0.2237954154987249,0.05402140422561195,0.0,0.05215480626801906,1032.0,0.06034993847168567,-0.01646680972818311,0.07118957378520929,0.1730813543156891,0.0,0.07291618053848878,0.029360337844620332,0.0,5.0,183.0,0.06544039010447324,-0.03650362385302768,0.07972032586037119,-0.1155327298404435,0.0905334191182766,0.30887048164043884,0.08121781881843572,0.259831616595136,0.02735181776367032,0.07141135064161104,0.3413885778964674,0.3868169289461135,0.3306309489747258,1.1733115393034208,8.0,0.0,"{""type"":""Point"",""coordinates"":[20.17980450860303,-31.45898022756594]}"
0000000000000000034d,98.08931913971901,110.98691231012344,82.74691957235336,110.38656061887741,94.60462284088135,102.56991723179817,72.84096832573414,116.37564036250114,67.37478232383728,92.83874449133873,140.7130852639675,165.76455536484718,90,Inland Saline Vegetation,Azonal Vegetation,J_1414,1,RP302013202101,2021,0.5341811806524993,0.12746053012048192,0.14966502682990337,0.0018294354375586455,0.0,0.0,918.0766265060244,0.0670994099938726,-0.011845975903614444,0.052879912377481006,0.19752106024096389,0.0,0.06643657129931163,0.04081701092511775,0.0,6.0,149.0,0.06871470743633178,0.042470172695725804,0.05501124801585473,-0.016914638244513284,0.08864238714956378,0.33357927710843377,0.08185227966452219,0.2768195180722892,-0.05422914466764554,0.07383936363171383,1.2449556498355179,0.34234134939759037,0.30697161445783144,1.1164290626365019,8.0,0.0,"{""type"":""Point"",""coordinates"":[20.46630175128693,-30.497165507640823]}"
