system:index,0_2013_precipitation,10_2023_precipitation,11_2024_precipitation,1_2014_precipitation,2_2015_precipitation,3_2016_precipitation,4_2017_precipitation,5_2018_precipitation,6_2019_precipitation,7_2020_precipitation,8_2021_precipitation,9_2022_precipitation,BareGround,BioRegion,Biome,ID,Month,Notes,Year,aspect,blue,bsi,calcite,chlorite,dolomite,elevation,evi,exg,goethite,green,gypsum,hematite,illite_muscovite,kaolinite,landforms,meanAnnualPrecipitation,msavi,ndmi,ndvi,nir,osavi,red,satvi,savi,slope,swir1,swir2,swirRatio,vegType,vermiculite,.geo
00000000000000000353,283.8031422793865,403.9696829319,240.50264638662338,293.9970072507858,264.5105943977833,236.87740525603294,221.5466533601284,298.4733050763607,202.89714640378952,304.39534708857536,331.54460740089417,381.0376054942608,20,Inland Saline Vegetation,Azonal Vegetation,J_0202,3,RP322402201503,2015,0.6733556587837456,0.05273321836220406,0.25524369551559034,0.0,0.0,0.0,827.1282784930855,0.10363850600814956,-0.02123817480731051,0.0,0.08595100451664069,0.0,0.12352941930294037,0.0,0.0,5.0,318.0,0.10547082055081172,-0.1785424587680547,0.19089612462830985,0.21336752789527622,0.15351287084758197,0.14228664877219152,0.19903076548461524,0.12094200123234712,1.5277883870066151,0.29906543512314804,0.24322089154946566,1.2346169805890561,9.0,0.0,"{""type"":""Point"",""coordinates"":[24.57553727697839,-32.216287195876866]}"
00000000000000000354,240.1863690316677,353.2745716571808,220.2217619717121,266.06346663832664,254.8063074350357,211.61407580971718,200.97383865714073,275.02699106931686,180.50557565689087,282.01724830269814,289.4791382551193,363.5488557815552,30,Inland Saline Vegetation,Azonal Vegetation,J_0204,3,RP322404201503,2015,-0.2810089144605456,0.052307622153012386,0.2499018889924999,0.052941177040338516,0.0,0.0,834.4172185430461,0.09178581897983487,-0.004254131002550771,0.05980392545461655,0.09071060373688375,0.0,0.0,0.052941177040338516,0.0,5.0,323.69063386944174,0.09351936153989979,-0.17885831494656165,0.16059519779800574,0.19047261325531448,0.13164454028221825,0.13419964483806068,0.18816983152106892,0.10650766722667634,2.667799790343137,0.2713093220510907,0.21354479133349713,1.2766967058294543,9.0,0.0,"{""type"":""Point"",""coordinates"":[24.4639304367117,-32.1749914610209]}"
00000000000000000347,97.23850451409817,103.36954879760742,81.26396811008453,112.93730233609676,91.08935302495956,99.46261531114578,75.00426495075226,120.14381313323975,68.36990176141262,89.1498005092144,137.1658996194601,161.41654074192047,95,Inland Saline Vegetation,Azonal Vegetation,J_0533,12,RP302023201612,2016,-1.3315886598091701E-5,0.16830538706849504,0.1593747776204368,0.0,0.0,0.0,914.0,0.06113968774511314,-0.0013450489674959843,0.03921568766236305,0.25805889879302685,0.0,0.0676470622420311,0.0470588244497776,0.0,5.0,149.0,0.06486321679196742,-0.04202941026705416,0.07771168315947258,0.4049359003855854,0.07358698128620823,0.34344116499002714,-0.08618563623111528,0.06837905986798633,0.10309590114442903,0.43131817163443087,0.39843235801605875,1.0831563017031987,8.0,0.0,"{""type"":""Point"",""coordinates"":[20.5098671685791,-30.474593538108287]}"
00000000000000000355,302.534852206707,441.8231245279312,276.320477604866,332.7765741944313,316.15287017822266,261.68887957930565,245.71889823675156,343.19645977020264,225.5692983865738,339.9223392009735,352.2075747847557,438.3449721336365,45,Inland Saline Vegetation,Azonal Vegetation,J_0242,3,RP322421201603,2016,0.8895280861766408,0.057044413654769255,0.2166726570585245,0.04030650726643379,0.0,0.0,818.3596781826786,0.08171644667582212,-0.002510754226707363,0.06465763136941959,0.09680982933710719,0.0,0.008831417106067295,0.04030650726643379,0.0,5.0,329.0,0.07979215726686553,-0.12466319028765911,0.15776126559204925,0.18942481672177086,0.125414077821948,0.1386888832403933,0.14070839562858384,0.09489990599802531,2.1754898885049028,0.24321828814293053,0.19558538933726666,1.2435980403925422,9.0,0.0,"{""type"":""Point"",""coordinates"":[24.49086340707451,-32.21912318414686]}"
00000000000000000356,312.87569960951805,420.8847478926182,270.66108191013336,323.4106039404869,303.73639327287674,246.9249161183834,237.251145362854,319.4896472096443,224.86190336942673,327.2732371389866,371.80625846982,457.72129786014557,25,Inland Saline Vegetation,Azonal Vegetation,J_0243,3,RP322420201603,2016,-0.2332187767218573,0.042576252569114466,0.22568452716898443,0.0,0.0,0.0,1124.0,0.13814782384701194,-4.953289744306317E-4,0.04901960864663124,0.07907353252983708,0.0,0.04901960864663124,0.0,0.0,5.0,352.0,0.13730932276165814,-0.14912857204220245,0.2726757553154328,0.20308256349255047,0.2106720869426741,0.11606614146499034,0.24675522322669527,0.1593443368487736,1.3140903311108223,0.2743004111870198,0.21710074971204962,1.2663446699536862,9.0,0.0,"{""type"":""Point"",""coordinates"":[24.604860325505847,-32.0697834307659]}"
00000000000000000357,214.5336109995842,271.29746490716934,169.24919238686562,197.29949912428856,187.225895434618,168.8993613421917,138.80334615707397,190.41223827004433,141.96156629920006,176.49984577298164,187.51857674121857,263.9962440729141,60,Inland Saline Vegetation,Azonal Vegetation,J_0651,12,RP322307201712,2017,-9.411764665483823E-4,0.09081208708005796,0.2204295777994044,0.012950404324952296,0.0,0.0,787.0,0.09543464396981634,-5.219527570640341E-4,0.06883783354478723,0.1635662403246936,0.0,0.09481924714411008,0.04782722117445049,0.01480046188480714,5.0,274.0,0.10269381389898413,-0.11709140095290017,0.14222451709298528,0.3153570035345415,0.12782696770569857,0.23684234694873585,0.07568840305244223,0.11184546654715259,8.728564206291649E-4,0.39911198930179376,0.33330842321059284,1.198494088902193,9.0,0.0,"{""type"":""Point"",""coordinates"":[23.642644286485925,-32.87581053718677]}"
00000000000000000358,189.3591464459896,225.6610963344574,163.4107001721859,167.911491304636,160.7573418021202,154.00555923581123,142.07319754362106,189.09938243031502,129.24344643950462,179.9400549530983,227.04996877908707,261.24043557047844,70,Inland Saline Vegetation,Azonal Vegetation,J_0693,5,RP322202201805,2018,-0.7634168113242638,0.05403257142061228,0.18980878941736032,0.00591966591697438,0.0,0.0,841.7816365366318,0.12611681916932624,0.0016928513070921126,0.0,0.07952921283914292,0.0,0.05696659921167808,0.0,0.0,5.0,238.0,0.11486705047008428,-0.1376119779119823,0.2547883151416321,0.17554617395977204,0.18680243590380555,0.1056859844978314,0.21496750432802997,0.1361845760268614,1.2676326305553194,0.22879997317587955,0.19024772910874424,1.2070235156876832,9.0,0.0,"{""type"":""Point"",""coordinates"":[22.916203215666947,-32.53018115543314]}"
0000000000000000035a,333.6628443002701,496.8042185306549,273.1651167869568,374.9476170539856,323.5065643787384,294.540670722723,293.7458413243294,370.139322578907,270.94326001405716,391.1313268840313,389.51386484503746,479.956785261631,90,Inland Saline Vegetation,Azonal Vegetation,J_0984,11,RP312527201911,2019,-0.842331167559789,0.1035919424946583,0.25694621339857215,0.0,0.0,0.0,1171.949739212897,0.1246136793484333,0.006964476760556315,0.0,0.15706750899623959,0.0,0.0,0.0,0.0,5.0,371.0,0.11804322652861429,-0.2273022274854569,0.17415053070637224,0.29126501039567865,0.15225218817231326,0.201755580940536,0.17642077378268037,0.12998814266148537,2.054894865944014,0.4654066805706143,0.3878731655249273,1.1947780206001104,9.0,0.0,"{""type"":""Point"",""coordinates"":[25.169065922697307,-31.977350725029016]}"
0000000000000000035b,458.86123394966125,541.2551219463348,366.20374512672424,508.97490271925926,477.7939342260361,412.51278549432755,459.0096081495285,468.32529067993164,323.28468516469,523.9979200363159,475.3375218510628,569.9871098399162,75,Inland Saline Vegetation,Azonal Vegetation,J_1010,11,RP322522201911,2019,0.8000967740616263,0.08093576094185793,0.26625216622424674,7.743106897168977E-4,0.0,0.0,1029.5866792631082,0.10617046293274209,0.01797281150399484,0.0,0.1391819534039351,0.0,0.0,0.0,0.0,5.0,487.0,0.10261028365574752,-0.2216382699582618,0.17036316158442663,0.248726523465912,0.1426532472227337,0.17763281920832397,0.18967427770146567,0.11611067462513679,5.51661589036418,0.3897587491562752,0.32324534366026086,1.2080298075430447,9.0,0.0,"{""type"":""Point"",""coordinates"":[25.6204161313271,-32.52245799240856]}"
0000000000000000035c,363.2553466260433,428.5571451187134,295.554614841938,394.6825161278248,359.09592217206955,317.612391769886,365.1533694267273,377.5016063451767,267.86616906523705,398.3587959110737,367.85690450668335,443.3042944967747,65,Inland Saline Vegetation,Azonal Vegetation,J_1021,11,RP322530201911,2019,-0.98650201870368,0.044632223419795856,0.2338417373435806,6.295247311238639E-4,0.0,0.0,861.7067988668556,0.11636375633399931,-0.0037722143206509705,0.0,0.0825705575432217,0.0,0.0011016682944171715,6.295247311238639E-4,0.0,5.0,380.0,0.1164229648949348,-0.15593398943529366,0.22322406889246366,0.1968946023382479,0.17997938273536138,0.12548531515908987,0.21705990730731192,0.1361269485891372,7.479385826247724,0.2736758693025515,0.2184062724312147,1.2836786583980602,9.0,0.0,"{""type"":""Point"",""coordinates"":[25.787971312511377,-32.2771539252564]}"
00000000000000000359,283.8031422793865,403.9696829319,240.50264638662338,293.9970072507858,264.5105943977833,236.87740525603294,221.5466533601284,298.4733050763607,202.89714640378952,304.39534708857536,331.54460740089417,381.0376054942608,65,Inland Saline Vegetation,Azonal Vegetation,J_0777,11,RP322414201911,2019,0.1179366863580156,0.07678471357617157,0.2248959099995492,0.005847107400534394,0.0,0.0,796.0,0.08944347883550875,-0.01067713623938689,0.0,0.13025660570376077,0.0,0.07839612944039287,0.005847107400534394,0.0,5.0,317.0,0.09256074927190393,-0.13252188971613302,0.14471492998816543,0.26285158369827627,0.12451846841211686,0.19656308698789507,0.10564340091360663,0.1037475097300652,0.600663638667555,0.3408333716549282,0.2916631350679677,1.1776646003479538,9.0,0.0,"{""type"":""Point"",""coordinates"":[24.551953091506718,-32.20331121181135]}"
00000000000000000348,182.87815538048744,185.54457649588585,149.9485605955124,215.3179810345173,168.5068764090538,190.17949184775352,149.7948332130909,208.87902241945267,132.74430525302887,190.42191913723946,226.93049106001854,378.5300554931164,65,Inland Saline Vegetation,Azonal Vegetation,J_0797,12,RP312215201912,2019,-0.7582493684881608,0.06499334312009193,0.23333453837921708,0.038598257278903654,0.0,0.0,1417.937079731028,0.06743991807260614,-0.0012743403798722512,0.06562581144122982,0.11385401164062542,0.0,0.07270347451528145,0.03916420373532431,0.037254903465509415,5.0,249.0,0.0679428615355927,-0.1411878980059216,0.123617823222271,0.2098785782095106,0.10004739889894737,0.16398902449266595,0.11116700026132417,0.0788635571454146,1.5900453330804016,0.2795904207183809,0.2443483511950395,1.143230118508756,8.0,0.0,"{""type"":""Point"",""coordinates"":[22.548840175378814,-31.425251587197682]}"
00000000000000000349,98.08931913971901,110.98691231012344,82.74691957235336,110.38656061887741,94.60462284088135,102.56991723179817,72.84096832573414,116.37564036250114,67.37478232383728,92.83874449133873,140.7130852639675,165.76455536484718,90,Inland Saline Vegetation,Azonal Vegetation,J_0819,12,RP302013201912,2019,0.5256948859597115,0.13852519315222034,0.14309694820268143,0.0018442739908030067,0.0,0.0,918.0623188405798,0.064513423729346,8.463817302155608E-4,0.05286997626153168,0.2119585697921578,0.0,0.0665937308402021,0.04082883563306597,0.0,6.0,149.0,0.06415152027843078,-0.007679183444161202,0.08230267950302159,0.33506678918709504,0.07636770428234828,0.2870673046019918,-0.0683529984259951,0.06915821767083688,1.2110900195324479,0.339939623610409,0.3054843007078494,1.1175329844156903,8.0,0.0,"{""type"":""Point"",""coordinates"":[20.466310669489037,-30.49716104853977]}"
0000000000000000034a,142.21430334448814,147.33186772465706,122.77042895555496,129.70169445872307,118.14815053343773,119.42262172698975,79.93084329366684,129.36911383271217,84.70365324616432,119.37023630738258,199.54786491394043,221.16061863303185,100,Inland Saline Vegetation,Azonal Vegetation,J_0827,12,RP312013201912,2019,-0.027543550340116664,0.10166293192470005,0.21974710362273778,0.05402218688364702,0.0,0.052155366579767395,1032.0,0.0680716304314671,-0.009750258434343488,0.07119193954663422,0.17294068553463648,0.0,0.07291853851603187,0.02937434563939353,0.0,5.0,183.0,0.07166449387223667,-0.1143339346056335,0.09920579232702045,0.30777087187721536,0.08964019281192478,0.2513893751626593,0.034518729181754054,0.07850837446251559,0.32209309480572473,0.385266070830003,0.33444484792479123,1.1577782836806687,8.0,0.0,"{""type"":""Point"",""coordinates"":[20.179808967704083,-31.45898022756594]}"
0000000000000000035d,283.8031422793865,403.9696829319,240.50264638662338,293.9970072507858,264.5105943977833,236.87740525603294,221.5466533601284,298.4733050763607,202.89714640378952,304.39534708857536,331.54460740089417,381.0376054942608,55,Inland Saline Vegetation,Azonal Vegetation,J_1034,3,RP322414202003,2020,0.12246072965011583,0.054638368372164715,0.13960421277698895,0.006319010247152748,0.0,0.0,796.0,0.1680885850960481,0.005423183324383506,0.0,0.1010966842373212,0.0,0.07886803223097577,0.006319010247152748,0.0,5.0,317.0,0.16805639298672367,-0.03315897051852645,0.2863575594222292,0.25284066534211447,0.23678262153415813,0.14164063685329245,0.17200606156748235,0.18939943753235727,0.5986424983815943,0.2731033301522546,0.21808658679749102,1.2557067576875076,9.0,0.0,"{""type"":""Point"",""coordinates"":[24.55195755060777,-32.20331121181135]}"
0000000000000000035e,320.13643831014633,451.32277780771255,256.9309812784195,339.99397748708725,321.0975184440613,286.96536296606064,280.4551846385002,359.941160261631,275.5611028075218,375.1368373632431,367.0140981376171,458.2400116324425,10,Inland Saline Vegetation,Azonal Vegetation,J_1039,3,RP312523202003,2020,0.0,0.03607395245719903,0.026466952113720615,0.0,0.0,0.0,998.0,0.2794558903080377,0.019440295224602232,0.0,0.07064631733453658,0.0,0.08431372791528702,0.0,0.0,5.0,335.0,0.2755836098174739,0.07994654963157326,0.49239854833145913,0.26276480520187756,0.3912879044304962,0.0913319816676582,0.28452841477893515,0.3031835727774886,0.0,0.22550919170957726,0.14737389767244066,1.5639888234026749,8.910329985652798,0.0,"{""type"":""Point"",""coordinates"":[25.40358788350224,-31.899508197939017]}"
0000000000000000034b,182.87815538048744,185.54457649588585,149.9485605955124,215.3179810345173,168.5068764090538,190.17949184775352,149.7948332130909,208.87902241945267,132.74430525302887,190.42191913723946,226.93049106001854,378.5300554931164,70,Inland Saline Vegetation,Azonal Vegetation,J_1164,7,RP312215202007,2020,-0.7638417649050594,0.04735576382720486,0.2251889369540464,0.038598431695873826,0.0,0.0,1417.9774147044684,0.07590388726838673,0.004712544015533989,0.06562549971735057,0.08691353423915649,0.0,0.07270354873526273,0.039164178995330534,0.037254903465509415,5.0,249.0,0.0739395805365589,-0.13220844310043747,0.16123192519994953,0.16848097164461326,0.12019652165454604,0.12175875979868163,0.14974314361051663,0.08851465069076178,1.5782301823489084,0.22075730789916437,0.18922890699837772,1.1672751084936743,8.0,0.0,"{""type"":""Point"",""coordinates"":[22.548840175378814,-31.425220373490305]}"
0000000000000000035f,333.6628443002701,496.8042185306549,273.1651167869568,374.9476170539856,323.5065643787384,294.540670722723,293.7458413243294,370.139322578907,270.94326001405716,391.1313268840313,389.51386484503746,479.956785261631,5,Inland Saline Vegetation,Azonal Vegetation,J_1180,8,RP312527202008,2020,-0.8535009590164881,0.07639394162212991,0.21692365702278896,0.0,0.0,0.0,1171.9366968110426,0.1316718825168805,-0.007007227110357753,0.0,0.12110970531728142,0.0,0.0,0.0,0.0,5.0,371.0,0.12934395218394815,-0.14950882799139706,0.2066065273515841,0.26032660683809383,0.17551813056530244,0.1716241211564356,0.20229423724146817,0.14469228489860816,2.038795448949597,0.3542995403233964,0.23357983953410366,1.517215219410983,9.0,0.0,"{""type"":""Point"",""coordinates"":[25.169065922697307,-31.97735518413008]}"
0000000000000000034c,142.21430334448814,147.33186772465706,122.77042895555496,129.70169445872307,118.14815053343773,119.42262172698975,79.93084329366684,129.36911383271217,84.70365324616432,119.37023630738258,199.54786491394043,221.16061863303185,100,Inland Saline Vegetation,Azonal Vegetation,J_1406,1,RP312013202101,2021,-0.030005464055652853,0.09266141470935607,0.21793438293107303,0.05402140422561195,0.0,0.05215480626801906,1032.0,0.0715167861881288,-0.007930232608991974,0.07118957378520929,0.15733908422373002,0.0,0.07291618053848878,0.029360337844620332,0.0,5.0,183.0,0.07580711912855853,-0.11145965598655076,0.10781964691667599,0.2839637384792141,0.09629561779438797,0.22919888854822662,0.05404657234726887,0.0834375715960647,0.3413885778964674,0.35417074596080317,0.3010446125971003,1.1838390139323733,8.0,0.0,"{""type"":""Point"",""coordinates"":[20.17980450860303,-31.45898022756594]}"
0000000000000000034d,98.08931913971901,110.98691231012344,82.74691957235336,110.38656061887741,94.60462284088135,102.56991723179817,72.84096832573414,116.37564036250114,67.37478232383728,92.83874449133873,140.7130852639675,165.76455536484718,90,Inland Saline Vegetation,Azonal Vegetation,J_1414,1,RP302013202101,2021,0.5341811806524993,0.11543031538825436,0.14968041307954907,0.0018294354375586455,0.0,0.0,918.0766265060244,0.06539964609117394,-0.0025464163199964774,0.052879912377481006,0.18132852771196023,0.0,0.06643657129931163,0.04081701092511775,0.0,6.0,149.0,0.06613181346511267,-0.0198076076141323,0.09062722743993783,0.3016434732115413,0.08167290058480688,0.24943485162344328,-0.0339214119369007,0.07204490371497281,1.2449556498355179,0.31430737028639005,0.2778120059564889,1.1261654797519547,8.0,0.0,"{""type"":""Point"",""coordinates"":[20.46630175128693,-30.497165507640823]}"
00000000000000000360,283.8031422793865,403.9696829319,240.50264638662338,293.9970072507858,264.5105943977833,236.87740525603294,221.5466533601284,298.4733050763607,202.89714640378952,304.39534708857536,331.54460740089417,381.0376054942608,60,Inland Saline Vegetation,Azonal Vegetation,J_1651,8,RP322414202108,2021,0.1489541889593642,0.06324124686806133,0.2173667321999301,0.00492293950962102,0.0,0.0,796.0,0.09248531830492217,-0.009569095191689714,0.0,0.10212335553812062,0.0,0.07747196165921857,0.00492293950962102,0.0,5.0,317.0,0.09160231555494537,-0.13039808020640486,0.1677868121573316,0.21356929357540477,0.13526352705045142,0.1526867759919314,0.14549959008460153,0.10598734508326549,0.6260455022014667,0.2786968659345615,0.2326793850275998,1.1989520513835663,9.0,0.0,"{""type"":""Point"",""coordinates"":[24.55194417330461,-32.203337966417656]}"
0000000000000000034e,182.87815538048744,185.54457649588585,149.9485605955124,215.3179810345173,168.5068764090538,190.17949184775352,149.7948332130909,208.87902241945267,132.74430525302887,190.42191913723946,226.93049106001854,378.5300554931164,40,Inland Saline Vegetation,Azonal Vegetation,J_1826,5,RP312215202205,2022,-0.758048155906239,0.04230616499529391,0.15235848995024032,0.038509730031350616,0.0,0.0,1417.9798270893373,0.1361149807355933,0.0073751506774071655,0.06578403031748722,0.07516525644991515,0.0,0.07266580334915552,0.039176760790699615,0.037254903465509415,5.0,249.0,0.1296976607589912,-0.06050283016277321,0.2831117671401769,0.17949674065214985,0.20904238217874402,0.10137597762055402,0.19997338839698367,0.15304071439732508,1.5700886603391138,0.20477830142670247,0.16252684467235062,1.2663220078984099,8.0,0.0,"{""type"":""Point"",""coordinates"":[22.548835716277754,-31.4252203734903]}"
