system:index,BareGround,BioRegion,Biome,ID,Month,Notes,Year,aspect,blue,bsi,calcite,chlorite,clay,dolomite,elevation,evi,exg,goethite,green,gypsum,hematite,illite_muscovite,kaolinite,landforms,meanAnnualPrecipitation,msavi,ndmi,ndvi,nir,nitrogen,osavi,ph,phosphorous,potassium,red,sand,satvi,savi,silt,slope,soc,soil_depth,stone,swir1,swir2,swirRatio,tc_bright,tc_green,tc_wet,vegType,vermiculite,.geo
00000000000000000004,66.7,Lower Karoo Bioregion,Nama-Karoo,F_0005,7,Karri grove_Slope,2024,0.9823660562370867,0.05077489398335272,0.1883034593475914,3.199955552478049E-4,0.0,19.87701040681174,0.0,662.9025543992434,0.13813943436674164,0.0016333380610089093,0.04383197046337031,0.0782997924640648,0.0,0.07189836460910211,3.199955552478049E-4,0.0,4.1404919583727535,288.0,0.12726489579976452,-0.13076411296552717,0.2757524961822419,0.1810469333586427,65.81740775780511,0.2053305558444423,73.3349101229896,23.71665089877011,50.509460737937566,0.10431264529432908,59.02932828760644,0.24053709216718985,0.15051062325457976,16.174550614947968,5.592993895964683,205.333491012299,198.90964995269633,16.967360454115425,0.23803391798188808,0.1876538168628372,1.2733271862948519,0.33587944231285954,0.04513313169454559,-0.16550831899906854,6.0,0.0,"{""type"":""Point"",""coordinates"":[24.50223857386185,-32.424322096424326]}"
00000000000000000005,52.7,Upper Karoo Bioregion,Nama-Karoo,F_0006,7,Erin_Plain,2024,-0.6171964323413546,0.07567630636550131,0.17785974716146788,0.020123249693285855,0.0,22.083809523809524,0.0,1285.4147619047617,0.1315986236858936,-0.00820999747585683,0.0,0.1251952831021377,0.0,0.0728067258000374,0.020123249693285855,0.0,5.0,377.0,0.1337917852969397,-0.07616508158189911,0.2067696445257891,0.27797930173930674,57.878095238095234,0.17789468515486948,76.1447619047619,21.65333333333333,52.695238095238096,0.18292426085188276,54.40761904761904,0.11234794572705314,0.14853262613926616,21.201904761904768,1.1613231063740594,274.37714285714287,200.0,11.754285714285714,0.323871413185483,0.286919850508372,1.1296459742954799,0.5090886653037298,0.0530664308528815,-0.21864270733935492,4.0,0.0,"{""type"":""Point"",""coordinates"":[25.015748651176676,-31.609501642726062]}"
00000000000000000006,79.6,Upper Karoo Bioregion,Nama-Karoo,F_0007,7,Erin_Plain,2024,0.569520220219563,0.05703356821976957,0.166946928302447,0.0,0.0,21.5952380952381,0.0,1280.0,0.11301840919114296,-0.017874358138513,0.0,0.10016978324878784,0.0,0.1474509835243225,0.03019607998430729,0.0,5.0,375.0,0.11789751480023068,-0.031147518072809497,0.19974611229839778,0.24168205201625828,60.13761904761906,0.16585005615438733,75.55619047619048,23.381904761904764,53.03095238095239,0.16118034215200522,56.36476190476191,0.0903375191986561,0.13371195073638645,20.03095238095238,1.5009847664833071,215.0414285714286,195.04809523809527,13.387619047619049,0.25723795825526835,0.22678855379422508,1.1348720631145297,0.4238229517141978,0.0507944189508756,-0.1622503574121566,4.0,0.0,"{""type"":""Point"",""coordinates"":[25.014321738839573,-31.602991355188024]}"
00000000000000000007,50.5,Upper Karoo Bioregion,Nama-Karoo,F_0008,7,Erin_Plain,2024,0.6484210725953764,0.049011919685048255,0.22294147270393744,0.040028833527724836,0.0,24.675636713118696,0.0,1287.2061508889958,0.1346840998090728,-0.008613805866145503,0.0,0.07870326924071983,0.0,0.13894244568070674,0.040028833527724836,0.0,5.0,377.0,0.13016599518412983,-0.15757869739677977,0.2611019837632883,0.19958552789052253,63.33781835655936,0.20108987929470434,78.0,22.0,53.0,0.11700842513423994,56.006727534839015,0.24368148297429487,0.15171735560819544,20.0,1.4301294758593677,272.9846227775108,198.66218164344068,10.0,0.2742534720342014,0.21704412630863457,1.2645599143772044,0.37316885540429245,0.04807271864238352,-0.196982753228133,4.0,0.0,"{""type"":""Point"",""coordinates"":[24.99925889548103,-31.60238937654582]}"
00000000000000000008,83.9,Bushmanland Bioregion,Nama-Karoo,F_0009,10,_Plain,2024,-0.7436078566057678,0.07980021881552017,0.16720485830243134,0.013065528670753201,0.045098040252923965,19.684364344861176,0.0,918.1490501704823,0.02865757408138606,0.023753255164759714,0.07167671412897295,0.13642234208231951,0.0,0.0,0.04588340477055303,0.0,5.0,153.0,0.027297444349446066,-0.04423994300964107,0.05182266196519993,0.18746756888922397,55.0,0.041411298597970936,82.3156356551388,19.0,51.0,0.16919497101119943,60.019483682415974,-0.004529935603120302,0.0322345842675819,17.15684364344861,1.9658455366746892,103.3443740867024,94.33122260107162,15.82367267413541,0.20421874601551807,0.1755540136064603,1.1706189516980767,0.3788885036968801,-0.0018123104899901222,-0.09940680519610105,15.0,0.0,"{""type"":""Point"",""coordinates"":[20.523222176234167,-30.32702850694659]}"
00000000000000000009,78.5,Bushmanland Bioregion,Nama-Karoo,F_0010,10,_Plain,2024,0.5075791157343303,0.08114449029776638,0.2136787683696234,0.03376959292267748,0.0,19.429471643238006,0.0,905.0193892389723,0.04263512712735837,-3.783337797173238E-4,0.10735199177548312,0.13001049662815156,0.0,0.0,0.03496763872012489,0.0,5.0,151.0,0.04209388333128543,-0.1228989443903806,0.07446422247316326,0.21004564088637886,52.968492486669895,0.06115040463682985,83.09258361609308,18.90305380513815,51.00581677169173,0.18062917756704933,64.6277266117305,0.06551108504968306,0.048800456324538964,17.219583131362096,0.4865029518371986,95.06107610276298,88.54241396025206,15.092583616093068,0.2689661190050988,0.21944537860672278,1.2279571542679772,0.43277206717910427,0.007139811035872258,-0.15763440518718982,15.0,0.0,"{""type"":""Point"",""coordinates"":[20.549811795815867,-30.33691879308314]}"
0000000000000000000b,87.1,Upper Karoo Bioregion,Nama-Karoo,F_0012,10,_Slope,2024,-0.9553119382319348,0.04713494695094695,0.2753910370763526,0.0,0.0,25.93975903614458,0.0,1043.0703614457834,0.05160400273211032,-0.009111163863934667,0.13124356941286341,0.07520494558365949,0.0,0.13305552300200402,0.0,0.0,4.700240963855422,186.0,0.0489022000636681,-0.2146525547877852,0.11838559251233756,0.14036995126540405,64.92,0.0849763664998204,77.01975903614458,22.04,52.939759036144586,0.11086026480398983,59.01975903614458,0.18358647625130345,0.06017439185675369,18.0,4.189632140929442,255.44771084337356,91.12048192771086,14.04,0.2165353269390313,0.17630528591483471,1.2289440037830766,0.30026963670569734,0.010951164854039628,-0.15397585748908033,1.0,0.0,"{""type"":""Point"",""coordinates"":[20.160300400595265,-31.283140036624353]}"
0000000000000000000c,74.2,Upper Karoo Bioregion,Nama-Karoo,F_0013,10,_Plain,2024,0.4875185499318543,0.06280345296618914,0.2438399596690788,0.00650765367314585,0.03529411926865578,17.93121693121693,0.0,1050.7123617123618,0.07111563728141233,-0.008241456376497078,0.09599815119826606,0.10425658469563669,0.0,0.10065925505125162,0.0,0.0,4.0,187.0,0.07121224235160928,-0.15983716176644494,0.13311020600976367,0.2041287688021479,60.0,0.10595393173321328,78.0,21.0,53.0,0.15599234225860065,62.53439153439154,0.13196959196374417,0.08263484546632477,19.0,2.749715273743813,133.24531024531024,85.46560846560847,14.0,0.2828580391928805,0.2540035237194886,1.1153408497098896,0.4203218186973895,0.01829278283224349,-0.20403886621189898,1.0,0.0,"{""type"":""Point"",""coordinates"":[20.157419821314733,-31.275662124157726]}"
0000000000000000000d,91.4,Upper Karoo Bioregion,Nama-Karoo,F_0014,10,_Plain,2024,-0.7027390891499812,0.0670863570415418,0.22944331001570914,0.003178461845507707,0.0,23.25276309466603,0.0,1027.440172993753,0.04671413734454997,0.0021709379011023108,0.07392239275959925,0.11409267076057979,0.0,0.05965269393305948,0.043128686234290524,0.0029020738760649383,5.0,184.0,0.045985474026100044,-0.13834385054722134,0.08723021996445177,0.19068959225747864,62.57280153772225,0.06984634759018252,82.01297453147525,21.012974531475255,53.0,0.15978800074690985,56.614127823161944,0.09391168573694925,0.05440886520253873,18.987025468524752,3.8398950261487697,124.49639596347907,88.38539163863528,13.333012974531476,0.2512361328442013,0.21410295540526875,1.1808623456427938,0.3960046960951215,0.00770409221115134,-0.15904661160945205,1.0,0.0,"{""type"":""Point"",""coordinates"":[20.175189339012714,-31.298737972109304]}"
0000000000000000000e,74.2,Lower Karoo Bioregion,Nama-Karoo,F_0015,11,Klein Waterval_Slope,2024,0.9516296544720316,0.06105145542545521,0.16315208988409519,0.0,0.0,,0.0,1012.2312056737587,0.07060358414413234,0.011802831259567123,0.024660455402048486,0.09927603070476658,0.0,0.0,0.06598526286952039,0.0,5.0,302.0,0.06511314022167636,-0.06770715696944131,0.1410646255416509,0.16701281940824314,,0.10581855974369296,,,,0.1256977798104568,,0.09406473545740682,0.07815748821265872,,3.663305284621867,239.49881796690306,,,0.1912428890630145,0.1577133021667494,1.2126957476843614,0.31971924757281095,0.018043019890292035,-0.10886310604588077,5.0,0.0,"{""type"":""Point"",""coordinates"":[22.355903790998315,-32.9878945012662]}"
0000000000000000000f,40.9,Lower Karoo Bioregion,Nama-Karoo,F_0016,11,Klein Waterval_Plain,2024,0.954099407079955,0.05607915047168619,0.11857245147451687,0.05686274543404579,0.0,21.58106841611996,0.0,938.6865042174319,0.1134778180045286,0.014898749944712922,0.0,0.0902736984619272,0.0,0.0,0.045098040252923965,0.0,5.0,280.0,0.10290006669665899,-0.02333772232216602,0.22610087786306257,0.1735947001254101,73.40955951265228,0.16755558076928234,73.0,24.0,50.0,0.1095694980698427,57.171508903467654,0.13168886894641238,0.12260468341864038,17.0,2.0501574303574284,313.62230552952207,129.15276476101218,15.409559512652297,0.18184252372386864,0.14295618839373406,1.271953967316975,0.30334792420924434,0.036113712088237215,-0.10036405298820474,5.0,0.0,"{""type"":""Point"",""coordinates"":[22.330700951844236,-32.973335536326694]}"
00000000000000000010,72.0,Lower Karoo Bioregion,Nama-Karoo,F_0017,11,Klein Waterval_Slope,2024,0.28977581526698226,0.06224879694856564,0.1661234855159836,0.0,0.0,19.062330623306234,0.0,921.0443396226416,0.07420126953566411,0.012364104789910173,0.03549759652078996,0.09867706013105389,0.0,0.0,0.06239789314743765,0.0,4.0,269.0,0.06743045121009619,-0.0837023638891724,0.1478760791555891,0.1653336067244692,71.87533875338754,0.11026316710378765,74.06233062330625,24.0,50.0,0.12274122004801376,61.87533875338754,0.11224398765853555,0.08106374780313585,16.937669376693773,7.855504513686558,238.91698113207553,104.12466124661249,19.0,0.19552810466936177,0.15838564770682806,1.23482435435619,0.318972588625719,0.018346677875181416,-0.11348153018164188,5.0,0.0,"{""type"":""Point"",""coordinates"":[22.31643628757427,-32.96493013084095]}"
00000000000000000011,48.4,Upper Karoo Bioregion,Nama-Karoo,F_0018,11,Taaibosfontein_Slope,2024,-0.9795146474869644,0.0641467720835666,0.2175590764639274,0.07450980693101883,0.0,25.987666034155602,0.0,1246.0536053130932,0.07262656489913785,-0.006655802575613335,0.04453781619668007,0.09111054018634661,0.0,0.04444444552063942,0.0,0.0,5.0,252.0,0.06588035267715892,-0.16928044888252777,0.14487872346246042,0.16593402474977267,70.05740037950663,0.10750866170258631,71.04506641366225,28.91793168880456,51.0,0.12429013604429005,51.0123339658444,0.1643992114098181,0.07916990386947735,19.0,10.930341573322526,547.9952561669829,159.18453510436433,14.012333965844405,0.23466396562232017,0.19367272302197328,1.218424361898958,0.34151940635870265,0.016554345260153345,-0.16055921604415047,4.0,0.0,"{""type"":""Point"",""coordinates"":[22.851198440509812,-31.915458402407197]}"
00000000000000000012,83.9,Upper Karoo Bioregion,Nama-Karoo,F_0019,11,Taaibosfontein_Plain,2024,0.700879894336195,0.06067535729856798,0.13235053834503152,0.04053722044150757,5.237518663951916E-4,21.085208233604597,0.0,1218.0832934418381,0.06554329887125239,-0.002745365104274695,0.0,0.09521752828085693,0.0,0.0427424605113716,0.030883714142971037,0.004600193383606386,5.085208233604596,243.12685495452374,0.06180059487002783,0.0030062003094612016,0.12584310934810677,0.17146075602180366,67.1704164672092,0.09769205262197041,73.82958353279083,25.0852082336046,50.9147917663954,0.13218618822388808,52.82958353279081,0.024957913955314243,0.07364132647639315,19.17041646720919,2.836621654952411,237.34131163236,154.1704164672092,16.0,0.1703318791805471,0.15189730563963813,1.1189708290287272,0.312909020183188,0.020423403884475454,-0.0903766116688216,4.0,0.0,"{""type"":""Point"",""coordinates"":[22.871732600860938,-31.916608850478983]}"
00000000000000000013,67.7,Upper Karoo Bioregion,Nama-Karoo,F_0020,11,Taaibosfontein_Plain,2024,0.4019349691594779,0.06194844502987638,0.14022262324823212,0.046460121712009056,0.057954354502892824,24.24833174451859,0.0,1198.613441372736,0.07735223113581384,0.004121197959331812,0.02704536555702483,0.09330109248667585,0.0,0.03374505834964711,0.038269174671434474,0.0,5.0,242.0,0.07019570802610982,-0.03867294618929137,0.1534148459708952,0.16561462497915738,70.18589132507151,0.11461573708500605,73.2650142993327,25.81410867492851,50.814108674928505,0.12172432207600976,48.4509056244042,0.07797404831795607,0.08438805541870592,19.0,2.181914015368579,241.61582459485228,152.88560533841755,15.2650142993327,0.1789459351261987,0.15218132851490873,1.1756601112018439,0.3072674731991198,0.021791476541482006,-0.1006261489191603,4.0,0.0,"{""type"":""Point"",""coordinates"":[22.89021111562641,-31.91789753068343]}"
00000000000000000014,77.4,Upper Karoo Bioregion,Nama-Karoo,F_0021,11,Droogvoetsfontein_Slope,2024,0.40488740966938913,0.06659552079762271,0.2312771436916439,0.04555568088216268,0.0,18.680456490727533,0.0,1388.6038991916314,0.07143797008723687,0.0022160728930137414,0.04818761953663328,0.11267185505945455,0.0,8.857561239048918E-4,0.04546586211010835,0.03446150812552024,4.547788873038517,216.0,0.07024632776231353,-0.15135962515006565,0.1289451556351998,0.2034831318297502,69.66524013314314,0.10422905788527068,74.9847836424156,26.44032334759867,51.213980028530685,0.15652905538486858,59.226343319068,0.130047470267421,0.0818941858776456,18.19876367094627,9.78854761427491,187.9010936757014,131.1626248216833,17.334759866856874,0.2760345600527693,0.2337526363585033,1.1811095545873496,0.4159246065675561,0.01798705462609027,-0.18549808082527283,2.0,0.0,"{""type"":""Point"",""coordinates"":[21.411871966074344,-31.961280124832403]}"
00000000000000000015,62.4,Upper Karoo Bioregion,Nama-Karoo,F_0022,11,Droogvoetsfontein_Plain,2024,1.0,0.05608014214752066,0.1934605009592043,0.03530761944474997,0.0,25.292497625830958,0.0,1340.1699905033236,0.06621500795949445,0.006983605276259035,0.04409064780230875,0.09590796631710481,0.0,0.03921568766236305,0.030868854649640894,0.0,5.0,207.0,0.0631453725955991,-0.09526173181032296,0.1351348376228825,0.16874424985840789,67.0,0.10203746838560585,79.85375118708451,25.0,54.0,0.12855753831827177,53.14624881291547,0.10139812613993965,0.07568654143459323,20.0,1.242381697593138,163.08262108262107,138.43874643874642,13.0,0.2033326813751249,0.18188847747170572,1.1179397913352265,0.33124100556287545,0.016055214385955762,-0.13096636414867519,1.0,0.0,"{""type"":""Point"",""coordinates"":[21.398405480892936,-31.965155083647847]}"
00000000000000000016,61.3,Upper Karoo Bioregion,Nama-Karoo,F_0023,11,Droogvoetsfontein_Plain,2024,0.8401341195883527,0.07787707926515848,0.25523760539083457,0.03991250297875205,0.0,16.682207421503335,0.0,1336.840152235966,0.08435560177327565,-0.01114094750397439,0.05841433357883362,0.1231131989519501,0.0,0.06281599594540646,0.030817523949578426,0.0,4.0,208.0,0.08397243505115175,-0.19384653446619907,0.14021956800110108,0.23843012107881792,61.974785918173176,0.11755887789742137,79.89866793529973,22.856327307326353,53.0,0.17988866103279608,65.72169362511895,0.14509484912672008,0.09545457560912869,17.943862987630826,0.9216326105946252,164.57849666983824,129.221217887726,13.90247383444339,0.3492685442703549,0.3102654288004514,1.1298690263029514,0.50126693452346,0.020734024660344585,-0.2605650812302398,1.0,0.0,"{""type"":""Point"",""coordinates"":[21.381492110597215,-31.949557148162892]}"
00000000000000000017,60.2,Upper Karoo Bioregion,Nama-Karoo,F_0024,11,Lushof_Slope,2024,-0.23636008093297625,0.072283233124441,0.26194907333022577,0.045588236302137375,0.04215686395764351,19.0,0.0,1440.6324376199618,0.07715444671501355,-0.01754103830681252,0.08398693054914474,0.11770761257212703,0.0,0.0882352963089943,0.04593837633728981,0.0,4.0,246.0,0.0787994500585687,-0.1894622606845598,0.13181195558976533,0.23552434526798594,58.0,0.11043735534567636,77.14059500959692,23.140595009596936,53.0,0.1806730251623436,58.71880998080615,0.1395136339164513,0.08980737950817294,19.0,2.4521098978917575,193.77831094049907,166.0,15.0,0.34563873500890335,0.30043641916849795,1.1505175986239642,0.49379397595512214,0.02158981826935757,-0.25239996878062015,4.0,0.0,"{""type"":""Point"",""coordinates"":[22.32107375266985,-31.394180571057266]}"
00000000000000000018,75.3,Upper Karoo Bioregion,Nama-Karoo,F_0025,11,Lushof_Plain,2024,1.0,0.07826214344664055,0.2579985122361252,0.038913595551651636,0.0036964069231988153,20.0,0.0,1421.6703349282297,0.0750158210833107,-0.015221296366678473,0.08373648269752566,0.12864690956316494,0.0,0.08354726188490838,0.03977421406995167,0.017928511265255333,5.008612440191388,243.0,0.07717553439180247,-0.18305589959524468,0.12370022507874592,0.2490882338519302,58.44784688995215,0.10542890194215275,79.0,22.0,54.99138755980862,0.19425295766746029,60.99138755980862,0.11902059263518552,0.08718977550570477,19.0,1.207704719573117,182.60191387559811,175.7913875598086,13.008612440191387,0.36067783812586773,0.3210771709110178,1.1234496884368825,0.5246082283663409,0.019314506793457073,-0.2639863366145267,4.0,0.0,"{""type"":""Point"",""coordinates"":[22.32931863051767,-31.381423082943357]}"
00000000000000000019,62.4,Upper Karoo Bioregion,Nama-Karoo,F_0026,11,Lushof_Slope,2024,-0.7636378760685038,0.06006779739830444,0.2576738651940053,0.0,0.0,23.0,0.0,1413.337805462386,0.0863771397864984,-0.010150795497239407,0.0555555559694767,0.09855700907206841,0.0,0.059383753687143326,0.0,0.0,5.117872544321993,246.0,0.08554632060683168,-0.19074946746165863,0.16109949056189427,0.2037485800737048,64.84954480114996,0.1283554650475434,77.42213703881168,25.26784858648778,53.03689506468615,0.14719700497705854,56.3085769046478,0.17898233676847794,0.09966585195387272,18.46046957355055,6.203620384227274,213.957355055103,170.5510301868711,12.572592237661713,0.2997991477380715,0.25570602570073586,1.1724023210071293,0.42031804625360825,0.02484883917348346,-0.22027067955767188,4.0,0.0,"{""type"":""Point"",""coordinates"":[22.325381244287478,-31.365887574873152]}"
